product_id,Name,Published,Is_featured?,Short_description,Description,Date_sale price_starts,Date_sale_price_ends,Tax_class,In_stock,Stock,Low_stock_amount,Allow_customer_reviews,Sale_price,Regular_price,Cost,Margin,Categories,product_image
,Lijjat Green Chilli Poppadom,1,0,,,,,zero-rate,1,5,2,1,,1.39,0.9275,50%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/06/Lijjat-Green-Chilli-Poppadom.webp
,Shankar Madras Pappad 7in 200G,1,0,,,,,zero-rate,0,0,2,1,,1.29,0.75,72%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/05/SHANKAR-MADRAS-PAPPAD-7in-200G.webp
,Shivi Papad (Biyyam Vadiyalu) 100G,1,0,,,,,zero-rate,1,8,2,1,,1.25,0.8,56%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/06/Shivi-Papad-Biyyam-Vadiyalu-100g.webp
,Shankar Vadagam Round 200G,1,0,,,,,zero-rate,1,3,2,1,,0.99,0.75,32%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/05/SHANKAR-VADAGAM-ROUND-200G.jpeg
,Shankar Vadagam Star 200G,1,0,,,,,zero-rate,1,6,2,1,,0.99,0.75,32%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/05/SHANKAR-VADAGAM-STAR-200G.webp
,Shankar Vadagam Tube 200G,1,0,,,,,zero-rate,1,4,2,1,,0.99,0.75,32%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/05/SHANKAR-VADAGAM-TUBE-200G.jpeg
,Village Papad 100G,1,0,,,,,zero-rate,0,0,2,1,,0.99,0.49,102%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2022/07/Village-Papad-1-removebg-preview.png
,Jabsons Ready To Cook Pani Puri 200G,1,0,,,,,zero-rate,1,3,2,1,,1.49,0.75,99%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/06/Jabsons-Ready-To-Cook-Pani-Puri-200G.webp
,Kailash Bhel Pani Puri Kit 400G,1,0,,,,,zero-rate,1,6,2,1,,2.75,1.75,57%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/06/Kailash-Bhel-Pani-Puri-Kit-400G.webp
,TF Sabudana Fryums 100g,1,0,,,,,zero-rate,0,0,2,1,,1.99,1.2,66%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/07/Sago_Fryums.jpg
,Jaimin Puanjabi Papad 200G,1,0,,,,,zero-rate,1,5,2,1,,1.49,0.89,67%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/09/Jaimin-Puanjabi-Papad-200G.jpeg
,Jcr Pani Puri Raw Pellet 200G,1,0,,,,,zero-rate,1,3,2,1,,2.25,1.49,51%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/09/Jcr-Pani-Puri-Raw-Pellet-200G.webp
,Shree Krishna Madram Appalam 200g,1,0,,,,,zero-rate,1,4,2,1,,1.29,0.8,61%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/09/Shree-Krishna-Madram-Appalam-200g.jpeg
,Saras Khakhara Plain 200G,1,0,,,,,zero-rate,1,5,2,1,,1.19,0.74,61%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/10/download-14-2.jpeg
,Saras Khakhara Jeera 200G,1,0,,,,,zero-rate,1,5,2,1,,1.19,0.74,61%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/10/download-15-1.jpeg
,Saras Khakhara Masala 200G,1,0,,,,,zero-rate,1,5,2,1,,1.19,0.74,61%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/10/download-9-3.jpeg
,Saras Bhakhri Ratlami  180G,1,0,,,,,zero-rate,1,4,2,1,,1.19,0.79,51%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/10/Saras-Bhakhri-Ratlami-180G.jpeg
,Saras Farfar Mix 200G,1,0,,,,,zero-rate,1,4,2,1,,1.29,0.59,119%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/10/Saras-Farfar-Mix-200G.jpeg
,Sk Chilli Garlic Rice Cracker 250G,1,0,,,,,zero-rate,1,5,2,1,,2.99,1.75,71%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/10/download-3-2.jpeg
,Sk Jeera Rice Cracker 250G,1,0,,,,,zero-rate,1,5,2,1,,2.99,1.75,71%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/10/download-4-2.jpeg
,Sk Salted Chilli 100G,1,0,,,,,zero-rate,1,4,2,1,,1.49,0.8,86%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/10/shree-krishna-salted-dry-chillies-100gms_1024x1024_2x_7ad53517-63f4-4680-a9f3-b1109e1a502c_1800x1800.webp
,Sri Durga Vadagam Star 200G,1,0,,,,,zero-rate,1,5,2,1,,1.09,0.75,45%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/12/Sri-Durga-Vadagam-Star-200G.webp
,Sri Durga Vadagam Round 200G,1,0,,,,,zero-rate,1,5,2,1,,1.09,0.75,45%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/12/Sri-Durga-Vadagam-Round-200G.webp
,Sri Durga Vadagam Tube 200G,1,0,,,,,zero-rate,1,5,2,1,,1.09,0.75,45%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/12/Sri-Durga-Vadagam-Tube-200G.png
,Village  Sago Papad 200G,1,0,,,,,zero-rate,1,1,2,1,,1.99,1.49,34%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2023/12/download-17.jpeg
,Village Papad 100g,0,0,,,,,zero-rate,0,0,2,1,,0.99,0.49,102%,Groceries > Papads (Fryums),https://desismart.co.uk/wp-content/uploads/2022/07/Village-Papad-1-removebg-preview.png
,Madurai Meenakshi Appalam 200g,1,0,,,,,zero-rate,1,5,2,1,,0.99,0.65,52%,"Groceries > Papads (Fryums), Sale",https://desismart.co.uk/wp-content/uploads/2023/12/Madurai-Meenakshi-Appalam-200g.webp
,East End Yellow Gram 500G,1,0,,,,,zero-rate,1,10,2,1,,1.49,0.96,55%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/EEYelloGram500g1.69.jpg
,TRS Pink Peanuts 1.5Kg,1,0,,,,,zero-rate,0,0,2,1,,5.99,4.28,40%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/TRS-Pink-Peanuts-1.5Kg.jpg
,Desi S-Mart Groundnut (Indian Peanuts) Roasted 1Kg,1,0,,,,,zero-rate,0,0,2,1,,4.49,2.2,104%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Desi-Peanuts-Roasted-1kg.png
,Village Groundnut (Indian Peanuts) 1Kg,1,0,,"Eating peanuts regularly maintains heart health. In India, peanuts are used in a variety of recipes. In the form of paste, flour, or only roasted, raw. Peanuts are used in spicy as well as sweet recipes. With taste, peanuts are rich in vitamins and proteins.\n<ul>\n 	<li>Low in carbs, suitable for diabetic people.</li>\n 	<li>Excellent source of vitamins and minerals.</li>\n 	<li>Peanuts are also good for weight loss.</li>\n</ul>\nPeanuts are popular as excellent in taste and also have health benefits.",,,zero-rate,1,4,2,1,,3.99,2.69,48%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/06/Village_Peanuts-removebg-preview.png
,Village Red Lentils (Masoor Dal) 5Kg,0,0,,,,,zero-rate,0,0,2,1,,9.99,6,67%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/06/Village_Masoor_Dal_1kg-removebg-preview.png
,Shivi Toor Dal 2Kg,1,0,,,,,zero-rate,0,0,2,1,,5.49,3.6,53%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/06/Shivi-Toor-Dal-2kg.webp
,Village Sesame Seeds 1Kg,1,0,,,,,zero-rate,1,4,2,1,,4.49,3.15,43%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/Village-Sesame-Seeds-1kg.webp
,Village Toor Dal 2Kg,1,0,,,,,zero-rate,1,4,2,1,,5.49,3.85,43%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/Village-Toor-Dal-2kg.webp
,Desi S-Mart Mung Dal Split 2Kg (1Kg X 2),1,0,,,,,zero-rate,1,170,2,1,,4.99,3.64,37%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Moong_Dal_Split-removebg-preview.png
,Ee Red Lentils Polished 2Kg,1,0,,,,,zero-rate,1,4,2,1,,4.99,3.67,36%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/EE-RED-LENTILS-POLISHED-2kg.jpg
,Desi S-Mart Sesame Seeds 1Kg,1,0,,,,,zero-rate,1,279,2,1,,3.99,2.75,45%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Desi_Sesame_Seeds_1kg-removebg-preview.png
,Ee Black Eye Beans 1Kg,1,0,,,,,zero-rate,1,3,2,1,,2.99,2.21,35%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/06/east-end.jpg
,Ee Mung Whole No.1 1Kg,1,0,,,,,zero-rate,1,5,2,1,,2.99,2.04,47%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/EE-MUNG-WHOLE-NO.1-1kg.jpg
,Ee Urid Dal Washed 1Kg,1,0,,,,,zero-rate,1,3,2,1,,2.99,2.33,28%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/EE-URID-DAL-WASHED-1kg.jpeg
,TRS Urid Dall 1Kg,1,0,,,,,zero-rate,1,3,2,1,,2.99,1.64,82%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/TRS-Urid-Dall-1Kg.webp
,Village Black Eyed Beans (Lobia) 1Kg,1,0,,,,,zero-rate,1,41,2,1,,2.99,2.05,46%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/05/Village_Black_Eye_beans_1_Kg-removebg-preview.png
,Village Mung Chilka 1Kg,1,0,,,,,zero-rate,1,4,2,1,,2.99,1.85,62%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/Village-Mung-Chilka-1kg.jpg
,Village Mung Dal Split 1Kg,1,0,,,,,zero-rate,1,1,2,1,,2.99,1.79,67%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/Village-Mung-Dal-Split-1kg.jpg
,Village Mung Whole 1Kg,1,0,,,,,zero-rate,1,4,2,1,,2.99,1.79,67%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/Village-Mung-Whole-1kg.png
,Village Toor Dal Oily 1Kg,1,0,,,,,zero-rate,1,3,2,1,,2.49,1.79,39%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/Village-Toor-Dal-Oily-1kg-1.webp
,Village White Chickpeas 1Kg,1,0,,,,,zero-rate,1,8,2,1,,2.49,1.69,47%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/Village-White-Chickpeas-1kg.jpg
,Ee Red Kidney Beans No.1 1Kg,1,0,,,,,zero-rate,1,5,2,1,,2.89,2.13,36%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/RED-KIDNEY-BEANS-NO.-1-500g.jpeg
,Ee Toor Dal 1Kg,1,0,,,,,zero-rate,1,15,2,1,,2.89,2.04,42%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/EE-TOOR-DAL-1kg.jpeg
,Desi S-Mart Mung Chilka (Green Gram) 1Kg,1,0,,,,,zero-rate,1,194,2,1,,2.75,1.81,52%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Moongdal_Chilka-removebg-preview.png
,Desi S-Mart Mung Dal Split (Green Gram) 1Kg,1,0,,,,,zero-rate,1,265,2,1,,2.75,1.82,51%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Moong_Dal_Split-removebg-preview.png
,Desi S-Mart Mung Whole (Green Gram) 1Kg,1,0,,,,,zero-rate,1,238,2,1,,2.75,1.86,48%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Moong_Whole-removebg-preview.png
,Desi S-Mart Toor Dal (Kandipappu) 1Kg,1,0,,,,,zero-rate,1,217,2,1,,2.75,1.87,47%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Toor_Dal-removebg-preview.png
,Desi S-Mart Urid Chilka (Black Gram Split With Skin) 1Kg,1,0,,,,,zero-rate,1,171,2,1,,2.75,1.81,52%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Desi-Urid-Chilka-1kg.png
,Desi S-Mart Urid Gota (Black Gram) 1Kg,1,0,,,,,zero-rate,1,55,2,1,,2.75,1.95,41%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Urid_Gota-removebg-preview.png
,Desi S-Mart Urid Split (Black Gram) 1Kg,1,0,,,,,zero-rate,1,406,2,1,,2.75,1.89,46%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Urid_Dal_Split-removebg-preview.png
,Village Red Lentils (Masoor Dal) 1Kg,1,0,,,,,zero-rate,1,4,2,1,,2.25,1.42,58%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/06/Village_Masoor_Dal_1kg-removebg-preview.png
,Ee Bajri Flolr 1Kg,1,0,,,,,zero-rate,1,2,2,1,,2.65,1.87,42%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/EE-BAJRI-FLOLR-1kg.jpg
,Village Chana Dal 1Kg,1,0,,,,,zero-rate,1,6,2,1,,2.59,1.55,67%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/Village-Chana-Dal-1kg.jpg
,Desi S-Mart Rajma (Kidney Beans) 1Kg,1,0,,,,,zero-rate,0,0,2,1,,2.49,1.68,48%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Desi_Rajma__Kidney_Beans__1kg.png
,Desi S-Mart Red Lentils (Masoor Dal) 1Kg,1,0,,,,,zero-rate,1,103,2,1,,2.49,1.72,45%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Masoor_Dal-removebg-preview.png
,Desi S-Mart White Chickpeas (Kabuli Chana) 1Kg,1,0,,,,,zero-rate,1,112,2,1,,2.49,1.97,26%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Chickpeas-removebg-preview.png
,Shivi Black Eyed Beans (Lobia) 1Kg,1,0,,,,,zero-rate,0,0,2,1,,2.49,1.45,72%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/06/Lobia_Black-Eyed-Beans-1kg1-removebg-preview.png
,Village Horse Gram Black (Ulavalu) 1Kg,1,0,,,,,zero-rate,1,47,2,1,,2.49,1.8,38%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/12/Black-Horse-Gram.png
,Village Horse Gram (Ulavalu) 1Kg,1,0,,,,,zero-rate,1,4,2,1,,2.49,1.8,38%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/Horse_Gram_BNC-removebg-preview.png
,Village Kala Chana (Chickpeas) 1Kg,1,0,,,,,zero-rate,1,5,2,1,,2.49,1.65,51%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/Village-Kala-Chana-Chickpeas-1kg.jpg
,Village Kidney Beans 1Kg,1,0,,,,,zero-rate,1,3,2,1,,2.49,2.1,19%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/Village-Kidney-Beans-1kg.png
,Village Peas 1Kg,1,0,,,,,zero-rate,1,6,2,1,,2.49,1.85,35%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/Village-Peas-1kg.jpg
,Village Sabudana (Sago Seeds) 1Kg,0,0,,"Sago seeds are also known as sabudana. It can be cooked in a variety of ways in both sweet and savory that may be in the form of khichdi, cutlet, sabudana kheer. With taste, it is packed with various health benefits. It serves as a very good post-workout diet, aids muscle strength and growth. One of the main reasons to use fasting is it gives energy and controls body heat. Improves digestion and lowers blood pressure.",,,zero-rate,0,0,2,1,,2.49,1.59,57%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/06/Village_Sago_Seeds-removebg-preview.png
,Village Urid Gota 2Kg,1,0,,,,,zero-rate,1,4,2,1,,5.49,3.95,39%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/Village-Urid-Gota-2kg.jpeg
,Desi S-Mart Chana Dal 1Kg,1,0,,,,,zero-rate,1,250,2,1,,2.25,1.5,50%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Chana_Dal_Split-removebg-preview.png
,Desi S-Mart Green Peas 1Kg,1,0,,,,,zero-rate,0,0,2,1,,2.25,1.6,41%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Green_Peas-removebg-preview.png
,Desi S-Mart Black Chickpeas (Kala Chana) 1Kg,1,0,,,,,zero-rate,1,229,2,1,,1.99,1.42,40%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Kala_Chana-removebg-preview.png
,Desi S-Mart Fried Gram (Putnaalu) 750G,1,0,,,,,zero-rate,1,244,2,1,,1.99,1.25,59%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Fried_Gram-removebg-preview.png
,Desi S-Mart Sago Seeds (Sabudana) 1Kg,1,0,,,,,zero-rate,1,286,2,1,,2.49,1.35,84%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Sabudana-removebg-preview.png
,Is Popcorn 500G,1,0,,,,,zero-rate,1,7,2,1,,1.99,0.72,176%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/06/Is-Popcorn-500G.jpg
,Village Green Lentils 1Kg,1,0,,,,,zero-rate,1,3,2,1,,1.99,1.25,59%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/Village-Green-Lentils-1kg.jpg
,Ee Chick Peas 500G,1,0,,,,,zero-rate,1,8,2,1,,1.89,1.38,37%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/EE-CHICK-PEAS-500g.jpg
,Ee Urid Dall Washed 500G,1,0,,,,,zero-rate,1,4,2,1,,1.89,1.41,34%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/EE-URID-DALL-WASIAED-B-500g.webp
,Shakti Popcorn 500G,1,0,,,,,zero-rate,1,178,2,1,,1.79,0.99,81%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2022/10/Shakthi_Popcorn_500g.png
,Ee Moong Dal Chilka-B 500G,1,0,,,,,zero-rate,1,7,2,1,,1.69,1.25,35%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/06/Ee-Moong-Dal-Chilka-B-500G.webp
,Ee Green Lentils-B 500G,1,0,,,,,zero-rate,1,7,2,1,,1.65,1.21,36%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/EE-GREEN-LENTILS-B-500g.jpeg
,Ee Urid Dall Chilka 500G,1,0,,,,,zero-rate,1,15,2,1,,1.65,1.17,41%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/06/Ee-Urid-Dall-Chilka-500G.webp
,Red Kidney Beans No.1 500G,1,0,,,,,zero-rate,1,15,2,1,,1.65,1.12,47%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/RED-KIDNEY-BEANS-NO.-1-500g.jpeg
,Ee Brown Lentil Polish 500G,1,0,,,,,zero-rate,1,10,2,1,,1.59,1.15,38%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/EE-BROWN-LENTIL-POLISH-500g.jpeg
,Ee Moth Whole Indian 500G,1,0,,,,,zero-rate,1,20,2,1,,1.55,1.01,53%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/EE-MOTH-WHOLE-INDIAN-500g.webp
,Ee Urid Whole 500G,1,0,,,,,zero-rate,1,16,2,1,,1.59,1.1,45%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/EE-URID-WHOLE-500g.jpg
,Laila Chickpeas 500G,1,0,,,,,zero-rate,1,7,2,1,,1.49,0.94,59%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/06/Laila-Chickpeas-500G.jpg
,Laila Green Lentils 500G,1,0,,,,,zero-rate,1,7,2,1,,1.49,0.95,57%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/06/Laila-Green-Lentils-500G.jpg
,Shivi Horse Gram (Ulavalu) 1Kg,0,0,,,,,zero-rate,1,5,2,1,,1.49,1.35,10%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/Shivi-Horse-Gram-Ulavalu-1kg.webp
,Ee Chan Dal Indian 500G,1,0,,,,,zero-rate,1,10,2,1,,1.39,0.85,64%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/EE-CHAN-DAL-INDIAN-500g.jpg
,Shankar Roasted Kabuli Chana 400G,1,0,,,,,zero-rate,0,0,2,1,,1.39,0.99,40%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/05/SHANKAR-ROASTED-KABULI-CHANA-400G.webp
,Ee Popcorn 500G,1,0,,,,,zero-rate,1,5,2,1,,1.39,0.97,43%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/04/EE-POPCORN-500g.jpeg
,Laila Canned Red Kidney Beans 400G,1,0,,,,,zero-rate,1,12,2,1,,0.89,0.51,75%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/06/Laila-Canned-Red-Kidney-Beans-400G.jpg
,Laila Canned Chickpeas 400G,1,0,,,,,zero-rate,1,6,2,1,,0.59,0.33,79%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/06/Laila-Canned-Chickpeas-400G.jpg
,Shivi Urid Gota 2kg,1,0,,,,,zero-rate,1,5,2,1,,5.49,3.6,53%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/07/Shivi-Urid-Gota-2kg.webp
,Shivi Chickpeas 1kg,1,0,,,,,zero-rate,1,4,2,1,,2.99,1.45,106%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/07/Shivi-Chickpeas-1kg.webp
,Shivi Kala Chana 1kg,1,0,,,,,zero-rate,1,3,2,1,,2.25,1.35,67%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/07/Shivi-Kala-Chana-1kg.webp
,Shivi Chana Dal 1kg,1,0,,,,,zero-rate,1,8,2,1,,2.49,1.4,78%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/07/Shivi-Chana-Dal-1kg.jpg
,Shivi Fried Gram 750g,1,0,,,,,zero-rate,1,3,2,1,,1.99,1.09,83%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/07/Shivi-Fried-Gram-750g.jpg
,Shivi Mung Dal Split 1kg,1,0,,,,,zero-rate,1,4,2,1,,2.99,1.7,76%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/07/Shivi-Mung-Dal-Split-1kg.jpg
,Shivi Mung Whole 1kg,1,0,,,,,zero-rate,1,5,2,1,,2.99,1.7,76%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/07/Shivi-Mung-Whole-1kg.jpeg
,Greenfields White Sesame 200g,1,0,,,,,zero-rate,0,0,2,1,,1.99,1.625,22%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/07/Greenfields-White-Sesame-200g.webp
,East End Red Peanuts 1kg,1,0,,,,,zero-rate,1,5,2,1,,5.29,4.06,30%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/07/East-End-Red-Peanuts-1kg.jpeg
,East End Red Peanuts 400g,1,0,,,,,zero-rate,1,2,2,1,,2.19,1.6175,35%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/07/East-End-Red-Peanuts-400g.jpeg
,Natco Pink Peanuts 400g,1,0,,,,,zero-rate,0,0,2,1,,1.99,1.42,40%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/07/Natco-Pink-Peanuts-400g.webp
,Top Op Chia Seeds 100g,1,0,,,,,zero-rate,1,3,2,1,,1.35,0.95,42%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/07/Top-Op-Chia-Seeds-100g.webp
,Kolsons Unroasted Pasta 425g,1,0,,,,,zero-rate,1,12,2,1,,1.39,0.83,67%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/08/Kolsons-Unroasted-Pasta-425g.jpeg
,Kolsons Roasted Pasta 425g,1,0,,,,,zero-rate,1,12,2,1,,1.39,0.83,67%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/08/Kolsons-roasted-Pasta-425g.jpeg
,Krish Rosted Chana 200G,1,0,,,,,zero-rate,0,0,2,1,,1.25,0.79,58%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/09/Krish-Rosted-Chana-200G.webp
,Shree Krishna Roasted Fried Gram 750g,1,0,,,,,zero-rate,0,0,2,1,,2.49,1.75,42%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/09/Shree-Krishna-Roasted-Fried-Gram-750g.jpeg
,Tropical Sun Blackeye Beans 500G,1,0,,,,,zero-rate,1,4,2,1,,1.49,0.99,51%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/09/Tropical-Sun-Blackeye-Beans-500G.jpeg
,Tropical Sun Light Red Kidney Bean 500G,1,0,,,,,zero-rate,1,6,2,1,,1.69,1.19,42%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/09/Tropical-Sun-Light-Red-Kidney-Bean-500G.jpeg
,Tropical Sun Pink Skin Peanut 1.5Kg,1,0,,,,,zero-rate,0,'-1,2,1,,5.99,4.16,44%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/09/Tropical-Sun-Pink-Skin-Peanut-500G.jpeg
,Tropical Sun Pink Skin Peanut 500G,1,0,,,,,zero-rate,1,18,2,1,,2.49,1.29,93%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/09/Tropical-Sun-Pink-Skin-Peanut-500G.jpeg
,Tropical Sun Red Skin Peanut 1.5Kg,1,0,,,,,zero-rate,1,8,2,1,,6.99,4.83,45%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/09/Ts-Red-Skin-Peanut-500G-1.jpeg
,Tropical Sun Red Skin Peanut 500G,1,0,,,,,zero-rate,1,17,2,1,,2.49,1.57,59%,Groceries > Pulses & Dals,https://desismart.co.uk/wp-content/uploads/2023/09/Ts-Red-Skin-Peanut-500G.jpeg
