Id,Name,Published,Isfeatured,Shortdescription,Description,Datesalepricestarts,Datesalepriceends,TaxClass,Instock,Stock,Lowstockamount,Allowcustomerreviews,SalePrice,Regularprice,CostPrice,Margin,Categories,product_image
201462,Radox Muscle Therapy Bath Soak,1,0,,,,,20.01,1,5,2,1,1.5,1.49,1.4616,,Household > Health & Wellbeing,
201463,Ankle Support,1,0,,,,,20.01,1,24,2,1,1.5,1.25,0,,Household > Health & Wellbeing,
201464,Zandu Balm 8ml,1,0,,,,,20.01,1,6,2,1,1.5,1.75,1,,Household > Health & Wellbeing,
201465,Durex Invisible Extra Thin Condoms 12s,1,0,,,,,20.01,1,6,2,1,1.5,6.99,2,,Household > Health & Wellbeing,
201466,Vicco Vajradanthi 50g,1,0,,,,,20.01,1,6,2,1,1.5,2.49,1.5,,Household > Health & Wellbeing,
201467,Vicks Vaporub 25ml,1,0,,,,,20.01,1,10,2,1,1.5,1.49,0.8,,Household > Health & Wellbeing,
201468,Moov Pain Relief Spray 35g,1,0,,,,,20.01,1,4,2,1,1.5,2.99,2,,"Household > Health & Wellbeing, Household",
201469,Tortoise 1pc,1,0,,,,,20.01,1,6,2,1,1.5,2.49,1.5,,"Household > Health & Wellbeing, Household > Pooja",
201470,"30Pc 9"" Paper Plates",1,0,,,,,20.01,1,24,2,1,1.5,3.49,0,,Household > Party & Fun,
201471,100Pc 33Cm X 33Cm 2Ply White Napkins,1,0,,,,,20.01,1,20,2,1,1.5,1.99,0,,Household > Party & Fun,
201472,5 Function Spray Gun,1,0,,,,,20.01,1,48,2,1,1.5,1.99,0,,Household > Party & Fun,
201473,Water Pistol,1,0,,,,,20.01,1,47,2,1,1.5,1.75,0,,Household > Party & Fun,
201474,10Pc Party Blowers,1,0,,,,,20.01,1,48,2,1,1.5,1.49,0,,Household > Party & Fun,
201475,15Pc Twist Balloons,1,0,,,,,20.01,1,48,2,1,1.5,1.49,0,,Household > Party & Fun,
201476,20Pc Metallic Balloons,1,0,,,,,20.01,1,48,2,1,1.5,1.49,0,,Household > Party & Fun,
201477,30Pc Jumbo Balloons,1,0,,,,,20.01,1,48,2,1,1.5,1.49,0,,Household > Party & Fun,
201478,Balloon Pump,1,0,,,,,20.01,1,48,2,1,1.5,1.49,0,,Household > Party & Fun,
201479,100Pc 30Cm X 30Cm 1Ply White Napkins,1,0,,,,,20.01,1,23,2,1,1.5,1.25,0,,Household > Party & Fun,
201480,40Pc Coloured Paper Straws,1,0,,,,,20.01,1,48,2,1,1.5,0.99,0,,Household > Party & Fun,
201481,75Pc Water Bombs,1,0,,,,,20.01,1,48,2,1,1.5,0.99,0,,Household > Party & Fun,
201482,Bday Baloons,1,0,,,,,20.01,1,5,2,1,1.5,1,0.732,,Household > Party & Fun,
201483,Bday Candles,1,0,,,,,20.01,1,5,2,1,1.5,1,0.552,,Household > Party & Fun,
201484,Musical Bday Candle,1,0,,,,,20.01,1,5,2,1,1.5,1.99,0.78,,Household > Party & Fun,
201485,Party Bags,1,0,,,,,20.01,1,5,2,1,1.5,1,0.708,,Household > Party & Fun,
201486,Vel Brand Rangoli Colours 10x50g,1,0,,,,,20.01,1,4,2,1,1.5,4.99,1.75,,Household > Party & Fun,
201487,Winalot Shapes 800G,1,0,,,,,20.01,1,5,2,1,1.5,3.65,3.02112,,Household > Pet Food,
201488,Bonio The Original 650G,1,0,,,,,20.01,1,5,2,1,1.5,3.49,2.9232,,Household > Pet Food,
201489,Dreamies Creamy Cat Treats C,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.14,,Household > Pet Food,
201490,Pedigree Beef Gravy,1,0,,,,,20.01,1,5,2,1,1.5,1.69,1.08,,Household > Pet Food,
201491,Pedigree Chicken Gravy,1,0,,,,,20.01,1,5,2,1,1.5,1.69,1.08,,Household > Pet Food,
201492,Pedigree Dog Tin Chkn Jelly,1,0,,,,,20.01,1,5,2,1,1.5,1.69,1.152,,Household > Pet Food,
201493,Pedigree Lamb Gravy,1,0,,,,,20.01,1,5,2,1,1.5,1.69,1.08,,Household > Pet Food,
201494,Jacks Comp Beef &Veg,1,0,,,,,20.01,1,5,2,1,1.5,1.39,0.936,,Household > Pet Food,
201495,Whiskas Cat Tin Chkn/Jelly,1,0,,,,,20.01,1,5,2,1,1.5,1.39,1.164,,Household > Pet Food,
201496,Butchers Tripe Loaf Beef,1,0,,,,,20.01,1,5,2,1,1.5,1.25,0.744,,Household > Pet Food,
201497,Butchers Tripe Loaf Chicken,1,0,,,,,20.01,1,5,2,1,1.5,1.25,0.744,,Household > Pet Food,
201498,Butchers Tripe Loaf Irish Beef,1,0,,,,,20.01,1,5,2,1,1.5,1.25,0.744,,Household > Pet Food,
201499,Felix Bag Seaside,1,0,,,,,20.01,1,5,2,1,1.5,1.19,0.708,,Household > Pet Food,
201500,Jacks Chkn/Liver Stk,1,0,,,,,20.01,1,5,2,1,1.5,1.15,0.672,,Household > Pet Food,
201501,Butchers Ocean Fish,1,0,,,,,20.01,1,5,2,1,1.5,0.95,0.59,,Household > Pet Food,
201502,Jacks Cij Salmon,1,0,,,,,20.01,1,5,2,1,1.5,0.85,0.528,,Household > Pet Food,
201503,Pedigree Pouches In Gravy 100G,1,0,,,,,20.01,1,5,2,1,1.5,0.75,0.582,,Household > Pet Food,
201504,Gp Salmon/Saithe,1,0,,,,,20.01,1,5,2,1,1.5,0.69,0.408,,Household > Pet Food,
201505,Jacks Cat Gravy Lamb,1,0,,,,,20.01,1,5,2,1,1.5,0.49,0.288,,Household > Pet Food,
201506,Desi S-Mart Sandalwood Powder (Chandan) 50G,1,0,,,,,20.01,1,92,2,1,1.5,1.99,1.42,,Household > Pooja,
201507,Pitambari Powder 150G,1,0,,,,,20.01,1,6,2,1,1.5,1.99,1.3,,Household > Pooja,
201508,Desi S-Mart Natural Kumkum 50G,1,0,,,,,20.01,1,88,2,1,1.5,1.25,0.64,,Household > Pooja,
201509,Devbhakti Incense Sticks 7-In-1 100G,1,0,,,,,20.01,1,3,2,1,1.5,1.25,0.75,,Household > Pooja,
201510,Devbhakti Incense Sticks Sandal 100G,1,0,,,,,20.01,1,5,2,1,1.5,1.49,0.75,,Household > Pooja,
201511,Metro Milan Flora Pkt,1,0,,,,,20.01,1,12,2,1,1.5,1.25,0.8,,Household > Pooja,
201512,Bryant And May Extra Long,1,0,,,,,20.01,0,0,2,1,1.5,0.99,0.756,,Household > Pooja,
201513,Incense Gateway India Sticks,1,0,,,,,20.01,1,24,2,1,1.5,0.75,0.5,,Household > Pooja,
201514,Incense Three Roses Sticks,1,0,,,,,20.01,1,19,2,1,1.5,0.75,0.48,,Household > Pooja,
201515,Metro Milan Cashmera Pkt,1,0,,,,,20.01,1,24,2,1,1.5,0.75,0.39,,Household > Pooja,
201516,Metro Milan Jasmine Pkt,1,0,,,,,20.01,1,20,2,1,1.5,0.75,0.4,,Household > Pooja,
201517,Metro Milan Sandal Pkt,1,0,,,,,20.01,1,24,2,1,1.5,0.75,0.42,,Household > Pooja,
201518,Hs Safety Matches,1,0,,,,,20.01,0,0,2,1,1.5,0.25,0.084,,Household > Pooja,
201519,Amman Face (Varalakshmi Vratam) 18cm,1,0,,,,,20.01,1,5,2,1,1.5,6.99,2,,Household > Pooja,
201520,Blouse Piece - Red 1pc,1,0,,,,,20.01,1,3,2,1,1.5,1.99,0.6,,Household > Pooja,
201521,Blouse Piece - Green 1pc,1,0,,,,,20.01,1,3,2,1,1.5,1.99,0.6,,Household > Pooja,
201522,Blouse Piece - Yellow 1pc,1,0,,,,,20.01,1,4,2,1,1.5,1.99,0.6,,Household > Pooja,
201523,Javadhu Powder 1pc,1,0,,,,,20.01,1,4,2,1,1.5,1.49,0.75,,Household > Pooja,
201524,Dasangham 50g,1,0,,,,,20.01,1,1,2,1,1.5,1.49,1,,Household > Pooja,
201525,Agarbatti Stand 1pc,1,0,,,,,20.01,1,3,2,1,1.5,1.25,0.6,,Household > Pooja,
201526,Gopuram Kumkum Tin 50g,1,0,,,,,20.01,1,5,2,1,1.5,1.5,1,,Household > Pooja,
201527,Javadhu Paste 1pc,1,0,,,,,20.01,1,6,2,1,1.5,1.49,0.75,,Household > Pooja,
201528,Cycle Agarbatti 1pc,1,0,,,,,20.01,0,0,2,1,1.5,0.75,0.25,,Household > Pooja,
201529,Gopuram Sambrani 1pc,1,0,,,,,20.01,1,5,2,1,1.5,1.49,1,,Household > Pooja,
201530,Gangajal 250ml,1,0,,,,,20.01,1,4,2,1,1.5,2.49,1.5,,Household > Pooja,
201531,Camphor Smokeless 60g(Karpuram),1,0,,,,,20.01,1,3,2,1,1.5,2.25,1.5,,Household > Pooja,
201532,Gopuram Agarbathi 1pc,1,0,,,,,20.01,1,5,2,1,1.5,0.75,0.3,,Household > Pooja,
201533,Agarbatti Stand Big 1pc,1,0,,,,,20.01,0,0,2,1,1.5,2.49,1.25,,Household > Pooja,
201534,Navagraha Vattulu (Wicks) 1 Pc,1,0,,,,,20.01,1,5,2,1,1.5,0.99,0.66,,Household > Pooja,
201535,Wood sticks 1 Pack for Homam,1,0,,,,,20.01,0,0,2,1,1.5,2.49,1.5,,Household > Pooja,
201536,Kasturi Manjal Powder 1pc,1,0,,,,,20.01,1,4,2,1,1.5,1.49,0.84,,Household > Pooja,
201537,Shanku 1pc,1,0,,,,,20.01,1,5,2,1,1.5,2.49,1.5,,Household > Pooja,
201538,Gopuram Kumkum small box,1,0,,,,,20.01,1,4,2,1,1.5,0.25,0,,Household > Pooja,
201539,Soghat Sandal Powder 20g,1,0,,,,,20.01,1,4,2,1,1.5,0.79,0.41,,Household > Pooja,
201540,"Ganesh Idol 10"" POP",1,0,,,,,20.01,1,5,2,1,1.5,23.99,18,,Household > Pooja,
201541,"Ganesh Idol 8"" Eco Friendly",1,0,,,,,20.01,0,0,2,1,1.5,10.99,7,,Household > Pooja,
201542,Heera Camphor 40G,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.24,,Household > Pooja,
201543,Navadaniyam Pack,1,0,,,,,20.01,1,2,1,1,1.5,2.99,2,,Household > Pooja,
201544,Pitambari Powder 200g,1,0,,,,,20.01,1,9,2,1,1.5,2.25,1.2,,Household > Pooja,
201545,Thiruvarul Sandalwood Powder 100g,1,0,,,,,20.01,1,5,2,1,1.5,2.49,0.7,,Household > Pooja,
201546,Cavadi Camphor 84s,1,0,,,,,20.01,1,3,2,1,1.5,3.99,2.5,,Household > Pooja,
201547,365 Vattulu (Wicks) 1 Pc,1,0,,,,,20.01,1,9,2,1,1.5,0.99,0.66,,Household > Pooja,
201548,Round Vattulu (Wicks) 1 Pc,1,0,,,,,20.01,1,13,2,1,1.5,0.99,0.66,,Household > Pooja,
201549,ISO Bornel Flakes Pacha Karpuram 25g,1,0,,,,,20.01,1,5,2,1,1.5,1.99,0.99,,Household > Pooja,
201550,Cycle Agarbatti Big Pack 100g,1,0,,,,,20.01,1,4,2,1,1.5,1.49,0.75,,Household > Pooja,
201551,Coconut With Tail 1 Piece,1,0,,,,,20.01,1,,,1,1.5,0.99,0.75,,"Household > Pooja, Fruits & Veggies > Vegetables",
201552,Shree Krishna Sugar candy 400gm,1,0,,,,,20.01,1,3,2,1,1.5,1.29,0.8,,"Household > Pooja, Groceries > Sweeteners",
201553,Desi S-Mart Betel Nuts (Poka Chekka) 50G,1,0,,,,,20.01,1,77,2,1,1.5,1.99,0.64,,"Household > Pooja, Spices > Whole Spices",
201554,Agririch Turmeric Sticks (Haldi / Pasupu) 100G,1,0,,,,,20.01,1,77,2,1,1.5,0.75,0.21,,"Household > Pooja, Spices > Whole Spices",
201555,Agririch Dry Dates 250G,1,0,,,,,20.01,0,0,2,1,1.5,1.49,0.97,,"Household > Pooja, Sweets & Savouries",
201556,Village Dry Dates 100G,1,0,,,,,20.01,1,9,2,1,1.5,0.99,0.35,,"Household > Pooja, Sweets & Savouries",
201557,Artbox 10 Chunky Colouring Pencils,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.224,,Household > Stationery,
201558,Artbox 10 Glitter Glues,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.224,,Household > Stationery,
201559,Artbox 24 Fibre Pens,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.224,,Household > Stationery,
201560,Artbox 24 Piece Pen Set,1,0,,,,,20.01,1,4,2,1,1.5,1.99,1.224,,Household > Stationery,
201561,Artbox 6 Mini Highlighter Pens,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.224,,Household > Stationery,
201562,Artbox 8 Soft Grip Colouring Pencils,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.224,,Household > Stationery,
201563,Artbox Glue Sticks 4S,1,0,,,,,20.01,1,4,2,1,1.5,1.99,1.224,,Household > Stationery,
201564,Artbox Paint Set 18 Colours,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.224,,Household > Stationery,
201565,Just Station 5.5 Scissors,1,0,,,,,20.01,1,5,2,1,1.5,1.49,1.224,,Household > Stationery,
201566,Just Station 6 Gel Pens Glitter Colours,1,0,,,,,20.01,1,5,2,1,1.5,1.49,1.224,,Household > Stationery,
201567,Just Station 6 Mechanical Pencils,1,0,,,,,20.01,1,5,2,1,1.5,1.49,1.224,,Household > Stationery,
201568,Just Station Chunky Highlighters 4S,1,0,,,,,20.01,1,5,2,1,1.5,1.49,1.224,,Household > Stationery,
201569,Just Station Super Glue 5 Tubes,1,0,,,,,20.01,1,5,2,1,1.5,1.49,1.224,,Household > Stationery,
201570,6Pc Easy Grip Ball Point Pens,1,0,,,,,20.01,1,48,2,1,1.5,1.25,0,,Household > Stationery,
201571,Doms Geometry Box 1pc,1,0,,,,,20.01,1,5,2,1,1.5,2.99,1,,Household > Stationery,
201572,Kangaroo Stapler 1pc,1,0,,,,,20.01,1,5,2,1,1.5,1.99,0.75,,Household > Stationery,
201573,Apsara Non Dust Eraser 5pc,1,0,,,,,20.01,1,5,2,1,1.5,1,0.25,,Household > Stationery,
201574,Copper Kalash (Lota / Chembu) 1pc,1,0,,,,,20.01,1,5,2,1,1.5,4.99,3.5,,"Household, Pooja",
201575,Bikano Red Fenni 200g,1,0,,,,,20.01,1,5,2,1,1.5,2.49,1.83,,Instant Mix,
201576,Shan Gulabjamun Mix 100g,1,0,,,,,20.01,1,4,2,1,1.5,1.49,0.75,,Instant Mix,
201577,Shan Custard Powder Mango 200g,1,0,,,,,20.01,1,5,2,1,1.5,1.49,0.83,,Instant Mix,
201578,Shan Jelly Crystals Stawberry 80g,1,0,,,,,20.01,1,5,2,1,1.5,0.99,0.37,,Instant Mix,
201579,Shan Jelly Crystals Mango 80g,1,0,,,,,20.01,1,5,2,1,1.5,0.99,0.37,,Instant Mix,
201580,Shan Rasmalai Mix 100g,1,0,,,,,20.01,1,5,2,1,1.5,1.49,0.75,,Instant Mix,
201581,Shan Sheer Khurma Mix 150g,1,0,,,,,20.01,0,0,2,1,1.5,1.49,0.75,,Instant Mix,
201582,Shan Custard Powder Banana 200g,1,0,,,,,20.01,1,5,2,1,1.5,1.49,0.83,,Instant Mix,
201583,Shan Custard Powder Strawberry 200g,1,0,,,,,20.01,1,5,2,1,1.5,1.49,0.83,,Instant Mix,
201584,Shan Custard Powder Vanilla 200g,1,0,,,,,20.01,1,5,2,1,1.5,1.49,0.83,,Instant Mix,
201585,Shan Jelly Crystals Pineapple 80g,1,0,,,,,20.01,1,5,2,1,1.5,0.99,0.37,,Instant Mix,
201586,Shan Easy Cook Haleem 300g,1,0,,,,,20.01,1,5,2,1,1.5,2.49,1.45,,Instant Mix,
201587,Shan Mango Pickle Without Garlic 300g,1,0,,,,,20.01,1,3,2,1,1.5,1.99,0.91,,Pickles,
201588,Shan Hyderabadi Pickle Garlic 300g,1,0,,,,,20.01,1,4,2,1,1.5,1.99,0.91,,Pickles,
201589,TF Munagaku Karam Podi 100G,1,0,,,,,20.01,1,5,2,1,1.5,1.49,1,,Pickles > Karam Podi,
201590,Village Idli Karam Podi 100G,1,0,,,,,20.01,0,0,2,1,1.5,1.25,0.85,,Pickles > Karam Podi,
201591,Village Nalla Karam Podi 100G,1,0,,,,,20.01,0,0,2,1,1.5,1.25,0.85,,Pickles > Karam Podi,
201592,TF Kothimeera Karam Podi 100G,1,0,,,,,20.01,1,6,2,1,1.5,1.49,0.95,,Pickles > Karam Podi,
201593,TF Kandi Karam Podi 100G,1,0,,,,,20.01,1,9,2,1,1.5,1.49,1,,Pickles > Karam Podi,
201594,TF Idli Karam Podi 100G,1,0,,,,,20.01,1,3,2,1,1.5,1.49,1,,Pickles > Karam Podi,
201595,Shivi Nalla Karam Podi 100g,1,0,,,,,20.01,1,5,2,1,1.5,0.99,0.49,,Pickles > Karam Podi,
201596,Desi S-Mart Prawn Pickle 1Pc 200G,1,0,,,,,20.01,1,3,2,1,1.5,5.49,4.49,,Pickles > Non-Veg Pickles,
201597,Desi S-Mart Chicken Pickle 200G,1,0,,,,,20.01,1,5,2,1,1.5,4.49,3.99,,Pickles > Non-Veg Pickles,
201598,Desi S-Mart Fish (Nethallu) Pickle 200g,1,0,,,,,20.01,1,5,2,1,1.5,4.49,3.49,,Pickles > Non-Veg Pickles,
201599,Desi S-Mart Mutton Pickle 1Pc 200G,1,0,,,,,20.01,1,5,2,1,1.5,5.49,4.49,,"Pickles > Non-Veg Pickles, Sale",
201600,Desi S-Mart Mutton Pickle 200G 2Pcs,0,0,,,,,20.01,0,0,2,1,1.5,13.98,11.98,,"Pickles > Non-Veg Pickles, Sale",
201601,TF Amla Pickle (Garlic) 300G,1,0,,,,,20.01,1,4,2,1,1.5,2.49,1.3,,Pickles > Telugu Foods,
201602,TF Coriander Pickle (Garlic) 300G,1,0,,,,,20.01,1,5,2,1,1.5,2.49,1.3,,Pickles > Telugu Foods,
201603,TF Gongura Pickle (Garlic) 300G,1,0,,,,,20.01,1,3,2,1,1.5,2.49,1.3,,Pickles > Telugu Foods,
201604,TF Grated Mango Pickle (Garlic) 300G,1,0,,,,,20.01,1,7,2,1,1.5,2.49,1.3,,Pickles > Telugu Foods,
201605,TF Lime Pickle (Garlic) 300G,1,0,,,,,20.01,1,3,2,1,1.5,2.49,1.3,,Pickles > Telugu Foods,
201606,TF Mango Avakai Pickle (Garlic) 300G,1,0,,,,,20.01,1,2,2,1,1.5,2.49,1.3,,Pickles > Telugu Foods,
201607,TF Tomato Pickle (Garlic) 300G,1,0,,,,,20.01,1,7,2,1,1.5,2.49,1.3,,Pickles > Telugu Foods,
201608,TF Red Chilli Pickle (Garlic) 300G,1,0,,,,,20.01,1,4,2,1,1.5,2.49,1.3,,Pickles > Telugu Foods,
201609,TF Cut Mango Pickle (Garlic) 300G,1,0,,,,,20.01,1,3,2,1,1.5,2.49,1.3,,Pickles > Telugu Foods,
201610,TF Gongura Red Chilli Pickle (Garlic) 300G,1,0,,,,,20.01,1,3,2,1,1.5,2.49,1.3,,Pickles > Telugu Foods,
201611,TF Pulihora Paste 300G,1,0,,,,,20.01,1,5,2,1,1.5,2.49,1.5,,Pickles > Telugu Foods,
201612,TF Gongura Paste 300G,1,0,,,,,20.01,1,4,2,1,1.5,2.49,1.5,,Pickles > Telugu Foods,
201613,TF Ginger Pickle (Garlic) 300G,1,0,,,,,20.01,1,3,2,1,1.5,2.49,1.3,,Pickles > Telugu Foods,
201614,Ching'S Schezwan Chutney 250G,1,0,,,,,20.01,1,3,2,1,1.5,2.49,1.49,,"Pickles, Groceries > Attas & Flours > Ready / Instant Mix, Spices",
201615,Priya Mango Pickle 300G,1,0,,,,,20.01,0,0,2,1,1.5,2.49,1.5,,"Pickles, Pickles > Priya",
201616,Priya Gongura Pickle 300G,1,0,,,,,20.01,0,0,2,1,1.5,2.49,1.5,,"Pickles, Pickles > Priya",
201617,Priya Greenchilli Pickle 300G,1,0,,,,,20.01,1,5,2,1,1.5,2.49,1.5,,"Pickles, Pickles > Priya",
201618,Priya Pulihora Paste 300G,1,0,,,,,20.01,1,4,2,1,1.5,2.49,1.58,,"Pickles, Pickles > Priya",
201619,Priya Green Tamarind Pickle 300G,1,0,,,,,20.01,1,3,2,1,1.5,2.49,1.58,,"Pickles, Pickles > Priya",
201620,Priya Amla Pickle 300G,1,0,,,,,20.01,1,3,2,1,1.5,2.49,1.5,,"Pickles, Pickles > Priya",
201621,Priya Red Chilli Pickle 300G,1,0,,,,,20.01,1,3,2,1,1.5,2.49,1.5,,"Pickles, Pickles > Priya",
201622,Priya Sweet Garlic Pickle 300G,1,0,,,,,20.01,1,5,2,1,1.5,2.49,1.5,,"Pickles, Pickles > Priya",
201623,Priya Cut Mango Pickle 300G,1,0,,,,,20.01,1,3,2,1,1.5,2.49,1.5,,"Pickles, Pickles > Priya",
201624,Priya Mango Thokku Pickle 300G,1,0,,,,,20.01,0,0,2,1,1.5,2.49,1.5,,"Pickles, Pickles > Priya",
201625,Village Gongura Pickle (Garlic) 300G BBD 10/2023,1,0,,,,,20.01,0,0,2,1,1.5,1.6,1.1,,"Pickles, Pickles > Village",
201626,Village Tomato Pickle (Garlic) 300G BBD 10/2023,1,0,,,,,20.01,0,0,2,1,1.5,1.6,1.1,,"Pickles, Pickles > Village",
201627,Village Mango Avakai Pickle (Garlic) 300G BBD 10/2023,1,0,,,,,20.01,0,0,2,1,1.5,1.6,1.1,,"Pickles, Pickles > Village",
201628,"Ganesh Idol 3""",1,0,,,,,20.01,1,5,2,1,1.5,2.49,1.49,,Pooja,
201629,Cotton Garland 8inch,1,0,,,,,20.01,1,5,2,1,1.5,3.99,2.5,,Pooja,
201630,Ship Matches 1Pc,1,0,,,,,20.01,1,5,2,1,1.5,0.2,0.036,,Pooja,
201631,Red Clay Diya 6Pack,1,0,,,,,20.01,1,4,2,1,1.5,1.49,0.996,,Pooja,
201632,Clay Wax Diya 4Pack,1,0,,,,,20.01,1,5,2,1,1.5,2.49,1.8,,Pooja,
201633,Diya With Ganesh Idol 1Pc,1,0,,,,,20.01,1,2,2,1,1.5,1.99,0.95,,Pooja,
201634,Pot Diyas With Wax 1Set,1,0,,,,,20.01,1,5,2,1,1.5,3.99,2,,Pooja,
201635,"Ganesh Idol with ""stone""",1,0,,,,,20.01,1,5,2,1,1.5,3.49,2,,Pooja,
201636,Rakhi 001,1,0,,,,,20.01,1,10,2,1,1.5,1.2,0.5,,Rakhi,
201637,Rakhi 002,1,0,,,,,20.01,1,8,2,1,1.5,1.25,0.5,,Rakhi,
201638,Rakhi 003,1,0,,,,,20.01,1,9,2,1,1.5,1.35,0.5,,Rakhi,
201639,Rakhi 004,1,0,,,,,20.01,1,10,2,1,1.5,1.45,0.5,,Rakhi,
201640,Rakhi 005 (Bracelet),1,0,,,,,20.01,1,10,2,1,1.5,1.99,0.5,,Rakhi,
201641,Rakhi 006 (Kids Characters),1,0,,,,,20.01,1,10,2,1,1.5,2.25,0.5,,Rakhi,
201642,Tilda Grand Basmati Rice Extra Long 10Kg,1,0,,,,,20.01,0,0,2,1,1.5,22.99,16.29,,Rice > Basmati,
201643,Tilda Pure Basmati Rice 10Kg,1,0,,,,,20.01,1,3,2,1,1.5,22.99,16.99,,Rice > Basmati,
201644,Tilda Basmati Rice 2Kg,1,0,,,,,20.01,1,2,2,1,1.5,5.99,4.1225,,Rice > Basmati,
201645,Tilda Basmati 1Kg,1,0,,,,,20.01,1,5,2,1,1.5,4.49,3.02,,Rice > Basmati,
201646,Tilda Basmati 500G,1,0,,,,,20.01,1,5,2,1,1.5,2.49,1.74,,Rice > Basmati,
201647,Laila Long Grain Rice 5Kg,1,0,,,,,20.01,0,0,2,1,1.5,9.99,8.04,,Rice > Basmati,
201648,KTC Basmati Rice Extra Long 2Kg,1,0,,,,,20.01,1,5,2,1,1.5,5.99,4.165,,Rice > Basmati,
201649,Jacks Long Grain Rice 500G,1,0,,,,,20.01,1,12,2,1,1.5,1.09,0.74,,Rice > Basmati,
201650,Dawaat Ex Long Basmati Rice 1kg,1,0,,,,,20.01,1,2,2,1,1.5,2.49,1.79,,Rice > Basmati,
201651,Basant Basmati Rice 5kg,1,0,,,,,20.01,1,4,2,1,1.5,12.99,8.59,,Rice > Basmati,
201652,Aani Basmati Rice 10Kg,1,0,,,,,20.01,1,3,2,1,1.5,19.99,14.99,,Rice > Basmati,
201653,Kohinoor Silver Ex Fine 10Kg,1,0,,,,,20.01,1,3,2,1,1.5,23.99,17.99,,Rice > Basmati,
201654,Tilda Broken Basmati 10Kg,1,0,,,,,20.01,1,3,2,1,1.5,11.99,7.49,,Rice > Basmati,
201655,Tilda Golden Sella Rice 10Kg,1,0,,,,,20.01,1,3,2,1,1.5,22.99,16.99,,Rice > Basmati,
201656,Tilda Grand Sella Ex Long 10Kg,1,0,,,,,20.01,1,2,2,1,1.5,22.99,16.99,,Rice > Basmati,
201657,Shree Krishna Steam Basmati Rice 10kg,1,0,,,,,20.01,1,5,2,1,1.5,21.99,16,,Rice > Basmati,
201658,Trophy Basmati Rice 2Kg,1,0,,,,,20.01,1,5,2,1,1.5,5.99,3.66,,Rice > Basmati,
201659,Salaam Basmati Rice 2kg,1,0,,,,,20.01,1,5,2,1,1.5,3.99,3.33,,Rice > Basmati,
201660,Daawat  Long Basmati Rice 1kg,1,0,,,,,20.01,1,5,2,1,1.5,3.49,2.38,,Rice > Basmati,
201661,EE Royal Basmati Rice 10kg,1,0,,,,,20.01,1,2,2,1,1.5,24.99,21.95,,Rice > Basmati,
201662,VEETEE Mega Basmati Rice 10kg,1,0,,,,,20.01,1,5,2,1,1.5,24.99,19.99,,Rice > Basmati,
201663,Basant Basmati Rice 20kg,1,0,,,,,20.01,1,5,2,1,1.5,38.99,29.99,,Rice > Basmati,
201664,Bens Basmati Rice 220G,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.42,,"Rice > Basmati, Groceries > Attas & Flours > Ready / Instant Mix",
201665,Bens Egg Fried Rice 250G,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.42,,"Rice > Basmati, Groceries > Attas & Flours > Ready / Instant Mix",
201666,Bens Golden Veg Rice 250G,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.42,,"Rice > Basmati, Groceries > Attas & Flours > Ready / Instant Mix",
201667,Bens Lng Grain Rice 500G,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.55,,"Rice > Basmati, Groceries > Attas & Flours > Ready / Instant Mix",
201668,Bens Mixed Pepper Rice 250G,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.42,,"Rice > Basmati, Groceries > Attas & Flours > Ready / Instant Mix",
201669,Bens Spicy Mexican Rice 250G,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.42,,"Rice > Basmati, Groceries > Attas & Flours > Ready / Instant Mix",
201670,Veetee Mega Basmati Rice 5kg,0,0,,,,,20.01,0,0,2,1,1.5,10.99,8.49,,"Rice > Basmati, Rice",
201671,Apna Long Grain Basmati Rice 5kg,1,0,,,,,20.01,1,2,2,1,1.5,7.99,5.49,,"Rice > Basmati, Rice",
201672,Shankar Palakad Matta Rice 10Kg,1,0,,,,,20.01,1,5,2,1,1.5,15.99,12.99,,Rice > Matta / Ponni Rice,
201673,Village Ponni Boiled Rice 10Kg,1,0,,,,,20.01,0,0,2,1,1.5,18.99,12,,Rice > Matta / Ponni Rice,
201674,Shivi Tanjavur Ponni Boiled Rice 10Kg,0,0,,,,,20.01,0,0,2,1,1.5,18.49,10.9,,Rice > Matta / Ponni Rice,
201675,Shree Krishna Palakad Matta Rice 10Kg,1,0,,,,,20.01,1,5,2,1,1.5,15.99,12.99,,Rice > Matta / Ponni Rice,
201676,Sri Annam Palakkad Matta Rice 10KG,1,0,,,,,20.01,1,5,2,1,1.5,15.99,11.49,,Rice > Matta / Ponni Rice,
